CustomerID,StateProvinceName,CountryRegionName,Education,Occupation,Gender,MaritalStatus,NumberCarsOwned,TotalChildren,BikeBuyer,AgeRange,log_YearlyIncome
14852,California,United States,Partial College,Skilled Manual,M,S,2,0,1,Under 25,11.417768273462597
14853,South Australia,Australia,High School,Skilled Manual,M,M,2,2,0,Between 45 and 55,10.124789408970967
14854,Victoria,Australia,Partial High School,Clerical,F,S,2,2,1,Between 45 and 55,10.516779507846609
14855,Queensland,Australia,Partial College,Clerical,F,S,2,3,0,Between 45 and 55,10.605049231697091
14856,Oregon,United States,Partial High School,Clerical,F,S,2,0,0,Under 25,10.626848660502082
14857,Victoria,Australia,Partial High School,Clerical,F,M,2,2,0,Between 45 and 55,10.179716790941928
14858,New South Wales,Australia,High School,Skilled Manual,M,M,2,3,0,Between 45 and 55,10.768463937169544
14859,New South Wales,Australia,High School,Skilled Manual,M,M,2,3,0,Between 25 and 45,10.914979367354672
14860,South Australia,Australia,Partial College,Skilled Manual,M,M,2,2,0,Between 25 and 45,10.979035901605686
14861,England,United Kingdom,Partial College,Clerical,F,S,1,2,1,Between 25 and 45,10.971348494831188
14862,England,United Kingdom,Partial College,Clerical,M,S,2,2,0,Between 25 and 45,10.95884433253328
14863,England,United Kingdom,Partial College,Clerical,F,S,2,2,1,Between 25 and 45,10.216362112619931
14864,England,United Kingdom,Partial College,Clerical,F,S,2,2,1,Between 25 and 45,11.017661461988261
14865,England,United Kingdom,Partial College,Clerical,M,S,2,2,0,Between 25 and 45,10.713995457369334
14867,British Columbia,Canada,Partial College,Clerical,F,S,0,3,1,Under 25,10.664012968426022
14868,California,United States,Partial College,Clerical,F,S,0,3,1,Under 25,10.823690621230199
14870,California,United States,Partial College,Clerical,F,S,2,3,1,Under 25,10.930550132364163
14871,British Columbia,Canada,Partial College,Clerical,M,S,2,3,1,Under 25,10.605148388861277
14872,Oregon,United States,Graduate Degree,Skilled Manual,M,M,0,0,0,Under 25,11.125894401016597
14873,California,United States,Graduate Degree,Skilled Manual,M,M,0,0,0,Under 25,11.392699447662705
14874,British Columbia,Canada,Partial College,Clerical,F,S,2,3,0,Under 25,10.615309273360882
14875,British Columbia,Canada,Partial College,Clerical,F,S,2,3,0,Under 25,10.900842009130011
14876,California,United States,Graduate Degree,Skilled Manual,M,M,1,1,0,Over 55,11.071874629137055
14877,British Columbia,Canada,Graduate Degree,Skilled Manual,M,S,0,0,1,Between 25 and 45,11.696679328855808
14878,Washington,United States,Graduate Degree,Skilled Manual,M,M,0,0,0,Between 25 and 45,11.622658407621808
14879,California,United States,Graduate Degree,Skilled Manual,F,S,0,0,0,Between 25 and 45,11.434996355407028
14880,California,United States,Bachelors ,Skilled Manual,F,M,1,1,0,Between 25 and 45,10.855241948685853
14881,Washington,United States,Bachelors ,Skilled Manual,M,M,1,1,0,Between 25 and 45,10.847451815498797
14882,California,United States,Bachelors ,Skilled Manual,F,M,1,1,0,Between 25 and 45,10.735526731962691
14884,California,United States,Bachelors ,Skilled Manual,F,M,1,1,0,Between 25 and 45,11.09248884093192
14886,British Columbia,Canada,Partial High School,Manual,F,S,2,3,0,Between 25 and 45,9.949225444209981
14888,Washington,United States,High School,Clerical,F,M,1,1,0,Between 25 and 45,10.905533873227906
14889,California,United States,High School,Clerical,M,M,1,1,0,Between 25 and 45,10.738850184893042
14890,California,United States,High School,Clerical,M,M,1,1,0,Between 25 and 45,10.67183496565901
14891,California,United States,Partial College,Clerical,M,M,1,1,0,Between 25 and 45,10.779934977485716
14893,British Columbia,Canada,Partial College,Clerical,F,M,1,1,0,Between 25 and 45,10.529345766281573
14894,Oregon,United States,Partial College,Clerical,M,M,1,1,0,Between 25 and 45,10.830995139615448
14895,California,United States,Partial College,Clerical,M,M,1,1,0,Between 25 and 45,11.109458359524737
14896,California,United States,Partial College,Clerical,F,M,1,1,0,Between 25 and 45,10.757987983453832
14897,British Columbia,Canada,Partial College,Clerical,M,M,1,1,0,Between 25 and 45,10.959905377501109
14898,Washington,United States,Partial College,Clerical,F,M,1,1,0,Between 25 and 45,10.698762529141884
14899,California,United States,Partial College,Clerical,M,M,1,1,0,Between 25 and 45,11.021591962782166
14900,British Columbia,Canada,Partial College,Clerical,F,M,1,1,0,Between 25 and 45,10.941358545915051
14901,California,United States,Partial College,Clerical,F,M,1,1,0,Between 25 and 45,10.528355892342779
14902,California,United States,Partial College,Clerical,F,M,1,1,0,Between 25 and 45,10.533881284434855
14903,California,United States,Partial College,Clerical,F,M,1,1,0,Between 25 and 45,10.79728724657475
14904,British Columbia,Canada,Partial College,Clerical,M,M,1,1,0,Between 25 and 45,10.809970343419197
14905,Washington,United States,Partial College,Clerical,M,M,1,1,0,Between 25 and 45,10.895812970686281
14906,British Columbia,Canada,Partial College,Clerical,M,M,1,1,0,Between 25 and 45,10.66068876188618
14908,Washington,United States,Partial College,Clerical,F,M,1,1,0,Between 25 and 45,10.31503413096016
14909,Oregon,United States,Partial College,Clerical,M,M,1,1,0,Between 25 and 45,10.849084627602258
14910,British Columbia,Canada,Partial College,Clerical,F,M,1,1,0,Between 25 and 45,10.963047113940537
14911,British Columbia,Canada,Partial College,Clerical,F,M,1,1,0,Between 25 and 45,10.84786026853724
14912,California,United States,Partial College,Clerical,F,M,1,1,0,Between 25 and 45,10.682055262024345
14913,California,United States,Partial College,Clerical,F,M,1,1,0,Between 25 and 45,10.83222055730017
14914,California,United States,Partial College,Clerical,F,M,1,1,0,Between 25 and 45,10.897294726838112
14915,Oregon,United States,Partial College,Clerical,F,M,1,1,0,Between 25 and 45,10.84410009655535
14916,Washington,United States,Graduate Degree,Skilled Manual,F,S,0,4,0,Between 25 and 45,11.598965537062613
14917,Washington,United States,Graduate Degree,Skilled Manual,M,M,0,4,1,Between 25 and 45,11.801751882409455
14918,Washington,United States,Graduate Degree,Skilled Manual,F,S,0,4,0,Between 25 and 45,11.715752016721524
14919,California,United States,Graduate Degree,Skilled Manual,M,M,0,4,0,Between 25 and 45,11.845396851711504
14920,California,United States,Graduate Degree,Skilled Manual,M,M,0,4,1,Between 25 and 45,11.604537907471968
14921,California,United States,Graduate Degree,Skilled Manual,F,S,0,4,1,Between 25 and 45,11.417768273462597
14922,Washington,United States,Graduate Degree,Skilled Manual,F,S,0,4,1,Between 25 and 45,11.16086841356268
14923,Nord,France,Partial College,Manual,M,S,0,1,0,Between 25 and 45,9.902887372464095
14924,Seine (Paris),France,Partial College,Manual,F,M,1,1,0,Between 25 and 45,10.190056505700436
14925,Nord,France,Bachelors ,Clerical,F,M,0,1,0,Between 25 and 45,10.81601119784104
14926,Seine Saint Denis,France,Bachelors ,Clerical,M,M,0,1,0,Between 25 and 45,11.118014465800593
14927,Saarland,Germany,Bachelors ,Clerical,F,M,0,1,0,Between 25 and 45,10.976662367940685
14928,England,United Kingdom,Bachelors ,Clerical,M,M,0,1,1,Between 25 and 45,11.048028773092637
14929,England,United Kingdom,Bachelors ,Clerical,M,M,0,1,0,Between 25 and 45,11.083556932780505
14930,Seine Saint Denis,France,Bachelors ,Clerical,F,S,0,1,0,Between 25 and 45,10.875761563605456
14931,Seine (Paris),France,Graduate Degree,Clerical,M,M,0,0,0,Between 25 and 45,11.166243283799128
14933,Bayern,Germany,Partial College,Manual,M,M,1,1,1,Between 25 and 45,10.071329788065249
14934,England,United Kingdom,Bachelors ,Clerical,M,S,0,1,1,Between 25 and 45,11.028660626372224
14935,Bayern,Germany,Bachelors ,Clerical,M,S,0,1,1,Between 25 and 45,11.16000062345651
14936,Seine Saint Denis,France,Bachelors ,Clerical,M,S,1,1,1,Between 25 and 45,11.193587593114437
14937,England,United Kingdom,Partial High School,Manual,M,S,1,4,1,Between 25 and 45,9.786054455644033
14938,England,United Kingdom,High School,Manual,F,S,1,1,0,Between 25 and 45,10.145649109686099
14939,Bayern,Germany,Bachelors ,Clerical,M,M,0,0,0,Between 25 and 45,10.843533872764679
14941,England,United Kingdom,High School,Manual,F,S,0,2,0,Between 25 and 45,9.880474778227056
14942,Hauts de Seine,France,Bachelors ,Clerical,F,S,1,1,1,Between 25 and 45,10.83956130367109
14943,Saarland,Germany,Bachelors ,Clerical,F,M,1,1,0,Between 25 and 45,10.637464727584328
14944,Seine Saint Denis,France,Partial High School,Manual,M,S,2,5,1,Between 25 and 45,9.787571522938785
14945,Hessen,Germany,Partial High School,Manual,F,S,2,5,0,Between 25 and 45,9.351058378915061
14946,Seine (Paris),France,High School,Manual,M,S,1,2,1,Between 25 and 45,9.862248804519531
14947,England,United Kingdom,High School,Manual,M,S,1,2,1,Between 25 and 45,10.021270588192511
14948,Seine (Paris),France,Bachelors ,Skilled Manual,M,M,2,1,1,Between 25 and 45,10.80845441067884
14950,England,United Kingdom,Partial High School,Manual,F,S,2,3,0,Between 25 and 45,9.58045460278142
14951,Hamburg,Germany,Bachelors ,Skilled Manual,F,M,2,1,1,Between 25 and 45,11.019055281853651
14952,Saarland,Germany,Bachelors ,Skilled Manual,F,M,2,1,0,Between 25 and 45,11.019956131169735
14953,England,United Kingdom,Partial High School,Manual,F,S,2,3,1,Between 25 and 45,10.0613883347884
14954,Seine (Paris),France,Partial High School,Manual,F,S,2,3,0,Between 25 and 45,10.076431947517486
14955,England,United Kingdom,High School,Manual,M,M,1,3,1,Between 25 and 45,9.961709289736252
14956,Hamburg,Germany,High School,Manual,F,S,0,4,1,Between 25 and 45,9.710509415553645
14957,Seine (Paris),France,High School,Manual,F,S,1,4,1,Between 25 and 45,10.030296399399823
14958,England,United Kingdom,Bachelors ,Professional,M,M,0,0,0,Between 25 and 45,11.186294642379872
14960,Hauts de Seine,France,Partial College,Clerical,M,S,1,2,1,Between 25 and 45,10.962301627996561
14961,Nordrhein-Westfalen,Germany,Bachelors ,Skilled Manual,F,M,0,1,1,Between 25 and 45,10.909326441051883
14962,Saarland,Germany,Bachelors ,Skilled Manual,M,M,0,1,0,Between 25 and 45,10.858325694022522
14963,England,United Kingdom,Bachelors ,Skilled Manual,F,M,0,1,0,Between 25 and 45,10.639694222556521
14964,England,United Kingdom,Bachelors ,Skilled Manual,M,M,0,1,0,Between 25 and 45,10.992554428360707
14965,Charente-Maritime,France,Partial College,Clerical,M,M,2,2,1,Between 25 and 45,10.915342977277955
14966,Somme,France,Partial College,Clerical,M,S,2,2,1,Between 25 and 45,11.220739933820415
14967,Saarland,Germany,Partial College,Clerical,F,S,2,2,1,Between 25 and 45,10.678836646467854
14968,England,United Kingdom,Bachelors ,Skilled Manual,M,M,0,1,1,Between 25 and 45,10.72326738402944
14969,Hessen,Germany,Partial College,Clerical,M,S,0,3,1,Between 25 and 45,10.907074620795127
14970,England,United Kingdom,High School,Manual,M,M,1,0,0,Under 25,9.487517459782817
14971,Loiret,France,High School,Manual,F,M,2,4,0,Under 25,10.49565350324196
14972,Saarland,Germany,Partial College,Clerical,F,S,1,3,1,Under 25,10.56266421352492
14973,Saarland,Germany,Partial College,Clerical,F,S,1,3,1,Under 25,10.399311207383771
14974,England,United Kingdom,Partial College,Clerical,M,S,2,3,1,Under 25,10.801532844068934
14975,England,United Kingdom,Bachelors ,Skilled Manual,M,M,0,1,1,Between 25 and 45,10.93942624667618
14976,Loiret,France,Bachelors ,Skilled Manual,M,M,1,1,0,Between 25 and 45,11.01946485942108
14977,Seine (Paris),France,Partial College,Clerical,F,S,2,3,0,Under 25,10.919044266066912
14978,Hessen,Germany,Partial College,Clerical,M,S,1,4,1,Under 25,11.010415172807951
14980,Saarland,Germany,Partial College,Clerical,F,S,2,4,1,Under 25,10.689282280329282
14981,England,United Kingdom,Partial College,Clerical,F,S,3,4,1,Under 25,10.879988702809266
14982,England,United Kingdom,Partial College,Clerical,F,M,3,4,1,Under 25,10.634219493423345
14983,England,United Kingdom,Partial College,Clerical,M,S,3,4,1,Under 25,10.789133492695578
14984,England,United Kingdom,Partial College,Clerical,F,S,1,5,1,Under 25,10.607228421306944
14985,Seine Saint Denis,France,High School,Manual,F,S,1,0,0,Under 25,10.060363087998608
14986,England,United Kingdom,High School,Manual,M,M,1,0,0,Under 25,10.357044168111546
14987,Nord,France,High School,Manual,F,S,1,0,0,Under 25,9.800679332554447
14988,England,United Kingdom,Partial High School,Manual,F,M,2,0,0,Under 25,9.71281119135942
14989,Essonne,France,High School,Manual,F,S,1,0,1,Under 25,10.047111592619004
14991,England,United Kingdom,Partial College,Clerical,M,S,1,0,1,Under 25,10.987307640729366
14992,England,United Kingdom,Partial High School,Manual,M,M,1,2,0,Over 55,9.946642822850055
14993,England,United Kingdom,Partial High School,Manual,M,S,1,0,0,Under 25,9.4054136126953
14994,Seine Saint Denis,France,Partial High School,Manual,M,S,1,0,0,Under 25,9.790374843904484
14995,Seine (Paris),France,Partial High School,Manual,F,S,2,0,0,Under 25,9.867238419861007
14996,Hamburg,Germany,Partial College,Clerical,M,S,1,0,0,Under 25,11.057755274282396
14997,Nordrhein-Westfalen,Germany,Partial College,Clerical,M,M,1,0,0,Under 25,10.690033997354623
14998,Seine Saint Denis,France,Partial High School,Manual,M,S,2,0,0,Under 25,9.405249044275608
14999,England,United Kingdom,Partial High School,Manual,F,S,2,0,0,Under 25,9.651301315769187
15000,Saarland,Germany,Partial High School,Manual,F,S,2,0,1,Under 25,10.085850775128717
15002,Garonne (Haute),France,Partial High School,Manual,F,S,2,0,0,Under 25,9.94352523956766
15003,Seine Saint Denis,France,Partial High School,Manual,M,S,2,0,0,Under 25,9.5655642636476
15005,California,United States,Partial College,Skilled Manual,M,S,2,0,0,Under 25,11.574340362671695
15006,California,United States,Partial College,Skilled Manual,F,M,2,0,0,Under 25,11.108544768674982
15007,British Columbia,Canada,Partial High School,Clerical,F,S,2,0,0,Under 25,10.926945167603478
15008,British Columbia,Canada,Partial High School,Clerical,M,M,2,0,0,Under 25,10.866127376347643
15009,Washington,United States,Partial College,Skilled Manual,F,S,2,0,0,Under 25,10.468914991493703
15010,California,United States,Partial College,Skilled Manual,M,M,2,0,0,Under 25,11.078319867115647
15011,California,United States,Partial College,Skilled Manual,F,S,2,0,0,Under 25,11.16851782616298
15012,Washington,United States,Partial College,Skilled Manual,F,M,2,0,0,Under 25,11.338560172992684
15013,California,United States,Partial College,Skilled Manual,F,S,2,0,0,Under 25,11.233925592901281
15014,New South Wales,Australia,Partial College,Clerical,M,M,2,3,0,Between 45 and 55,11.185115601427668
15015,Victoria,Australia,Partial College,Clerical,M,M,2,3,0,Between 45 and 55,11.22337498145842
15016,California,United States,Partial High School,Clerical,M,S,2,0,0,Under 25,10.66955986311063
15018,Victoria,Australia,High School,Skilled Manual,F,M,2,3,0,Between 45 and 55,10.640627694781701
15019,New South Wales,Australia,High School,Skilled Manual,F,S,2,3,0,Between 45 and 55,10.356631095961035
15020,Queensland,Australia,High School,Skilled Manual,F,M,2,3,0,Between 45 and 55,10.58136879942564
15021,New South Wales,Australia,High School,Skilled Manual,M,M,2,3,0,Between 45 and 55,10.76223391374564
15022,New South Wales,Australia,Partial College,Clerical,F,M,2,2,0,Between 45 and 55,10.827905171621891
15023,Washington,United States,Partial College,Skilled Manual,M,M,2,0,1,Under 25,11.434790935565994
15024,Victoria,Australia,High School,Skilled Manual,M,M,2,3,0,Between 25 and 45,10.832576042640143
15025,Victoria,Australia,Partial College,Clerical,F,S,2,2,0,Between 25 and 45,10.591647316585027
15026,Queensland,Australia,Partial College,Clerical,F,S,2,2,0,Between 25 and 45,10.70403067586597
15027,Victoria,Australia,Partial College,Skilled Manual,M,M,2,3,0,Between 25 and 45,10.74391184398016
15028,Victoria,Australia,Partial College,Manual,F,S,1,0,0,Under 25,9.840494503208207
15029,New South Wales,Australia,Partial College,Manual,M,S,1,0,0,Under 25,10.375021260613996
15030,Victoria,Australia,Bachelors ,Clerical,M,M,0,0,0,Under 25,10.650388747427439
15031,New South Wales,Australia,High School,Manual,M,M,1,0,0,Under 25,9.546455401949554
15032,New South Wales,Australia,High School,Manual,F,S,0,1,0,Under 25,10.16788820369854
15033,New South Wales,Australia,High School,Manual,F,S,0,1,0,Under 25,10.092288075427792
15034,Victoria,Australia,High School,Manual,M,S,0,1,0,Under 25,9.63194126199375
15035,Queensland,Australia,High School,Manual,M,S,0,1,1,Under 25,9.634365505605258
15036,New South Wales,Australia,Bachelors ,Clerical,M,S,0,0,0,Under 25,10.610414356504446
15037,New South Wales,Australia,Bachelors ,Clerical,M,S,0,0,0,Under 25,10.515044996056119
15038,New South Wales,Australia,Bachelors ,Clerical,M,M,0,0,0,Under 25,10.627309417363993
15039,Tasmania,Australia,High School,Manual,F,S,0,1,1,Under 25,10.24526710895816
15040,South Australia,Australia,High School,Manual,M,M,0,1,0,Under 25,9.34233308143468
15041,Queensland,Australia,High School,Manual,F,M,0,1,0,Under 25,9.946307549719057
15043,Victoria,Australia,Partial College,Manual,M,S,0,0,0,Under 25,10.03223250842669
15044,Victoria,Australia,Partial College,Manual,F,S,0,0,0,Under 25,9.74572201363806
15045,Hauts de Seine,France,Partial College,Manual,F,M,0,2,0,Between 45 and 55,9.959253330441985
15046,England,United Kingdom,Graduate Degree,Clerical,F,M,0,1,0,Between 45 and 55,11.152715709511364
15047,England,United Kingdom,Graduate Degree,Clerical,F,M,0,3,0,Between 25 and 45,11.13740258073377
15048,England,United Kingdom,Graduate Degree,Clerical,F,M,0,3,0,Between 25 and 45,10.900602225303203
15049,Nordrhein-Westfalen,Germany,High School,Manual,M,S,1,1,1,Between 25 and 45,10.103362476910984
15050,Nordrhein-Westfalen,Germany,Partial College,Manual,M,S,0,1,0,Between 25 and 45,10.362493427572323
15051,England,United Kingdom,Partial College,Manual,M,S,0,1,1,Between 25 and 45,10.35111775280497
15052,England,United Kingdom,Partial College,Manual,F,M,0,1,0,Between 25 and 45,10.085684101516932
15053,Seine Saint Denis,France,High School,Manual,M,S,1,1,0,Between 25 and 45,9.988288154228593
15054,Hessen,Germany,Partial College,Manual,M,S,1,2,0,Between 25 and 45,9.944437538865083
15055,Saarland,Germany,Partial College,Manual,M,M,1,2,1,Between 25 and 45,10.232863239537037
15056,England,United Kingdom,Partial College,Manual,F,M,1,2,0,Between 25 and 45,9.924563878138045
15057,England,United Kingdom,Partial College,Manual,F,S,1,2,0,Between 25 and 45,10.197015007403428
15058,England,United Kingdom,Graduate Degree,Clerical,M,M,0,3,0,Between 25 and 45,11.273652531726135
15059,England,United Kingdom,Graduate Degree,Clerical,F,M,0,3,0,Between 25 and 45,10.991493795417014
15060,Seine Saint Denis,France,Partial College,Manual,M,S,1,2,0,Between 25 and 45,10.312346893712308
15061,Seine Saint Denis,France,Graduate Degree,Clerical,F,M,0,3,0,Between 25 and 45,11.212684863271052
15062,England,United Kingdom,Graduate Degree,Clerical,F,S,0,3,0,Between 25 and 45,11.127645264021162
15064,Seine (Paris),France,Bachelors ,Clerical,M,M,0,3,1,Between 25 and 45,10.9893353877531
15065,Hessen,Germany,High School,Manual,M,S,1,1,0,Between 25 and 45,9.932997809910068
15066,Seine Saint Denis,France,High School,Manual,F,M,1,1,0,Between 25 and 45,10.116742371099967
15067,Yveline,France,High School,Manual,F,S,0,2,0,Between 25 and 45,10.137412772215015
15068,Nordrhein-Westfalen,Germany,Partial College,Manual,F,S,1,0,0,Between 25 and 45,9.543521484499182
15069,Nordrhein-Westfalen,Germany,Partial College,Manual,M,S,1,0,0,Between 25 and 45,9.907379967251472
15070,Seine (Paris),France,High School,Manual,M,S,0,2,1,Between 25 and 45,9.662180030594246
15071,Nord,France,Bachelors ,Clerical,F,S,0,0,1,Between 25 and 45,10.699980720954688
15072,Seine Saint Denis,France,Bachelors ,Clerical,F,S,0,0,0,Between 25 and 45,11.082450193857897
15073,Saarland,Germany,Bachelors ,Clerical,F,M,0,0,0,Between 25 and 45,10.845231583215277
15074,Saarland,Germany,Bachelors ,Clerical,F,M,2,3,0,Over 55,10.381149283523685
15075,England,United Kingdom,Bachelors ,Clerical,F,M,2,3,0,Over 55,10.074368919187528
15076,Nordrhein-Westfalen,Germany,Partial College,Manual,F,M,1,0,0,Between 25 and 45,9.73068058811076
15077,England,United Kingdom,Bachelors ,Clerical,F,M,0,0,0,Between 25 and 45,10.735439695973255
15078,England,United Kingdom,Bachelors ,Clerical,M,S,0,0,1,Between 25 and 45,11.12860032481358
15079,Seine Saint Denis,France,Bachelors ,Clerical,M,M,0,0,0,Between 25 and 45,11.114877779639926
15080,Hessen,Germany,Graduate Degree,Clerical,F,M,0,0,0,Between 25 and 45,10.895201106056144
15081,England,United Kingdom,Graduate Degree,Clerical,F,M,0,0,0,Between 25 and 45,11.064652015861203
15082,Nord,France,Graduate Degree,Clerical,M,M,0,0,0,Between 25 and 45,11.211090376074239
15083,England,United Kingdom,Graduate Degree,Clerical,F,M,0,0,0,Between 25 and 45,11.007651071242563
15084,Hessen,Germany,Graduate Degree,Clerical,F,S,0,0,1,Between 25 and 45,11.133230437555632
15087,England,United Kingdom,Graduate Degree,Skilled Manual,F,S,0,0,0,Between 25 and 45,11.05887392193842
15088,England,United Kingdom,Graduate Degree,Skilled Manual,F,S,0,0,1,Between 25 and 45,10.944329475454024
15089,England,United Kingdom,Graduate Degree,Skilled Manual,M,M,0,0,0,Between 25 and 45,11.081480791503116
15090,Nordrhein-Westfalen,Germany,High School,Manual,M,S,2,2,0,Between 25 and 45,10.024996969933325
15091,Hamburg,Germany,Partial College,Manual,M,M,0,1,0,Between 25 and 45,10.075000910613479
15092,Nordrhein-Westfalen,Germany,Partial College,Professional,M,M,1,3,1,Between 25 and 45,11.75815922115717
15093,Seine (Paris),France,High School,Professional,M,M,2,5,0,Between 45 and 55,11.403054793834515
15094,Seine (Paris),France,High School,Professional,F,M,2,5,0,Between 45 and 55,11.345772284488143
15096,Nordrhein-Westfalen,Germany,Bachelors ,Management,M,M,2,5,1,Between 45 and 55,11.824782943113217
15097,England,United Kingdom,Bachelors ,Management,F,M,4,4,1,Between 45 and 55,11.80338368036876
15098,Yveline,France,Partial College,Professional,F,S,2,5,0,Between 45 and 55,11.528040652779076
15099,Nord,France,Partial College,Professional,M,S,2,5,0,Between 45 and 55,11.691372860215582
15101,Nordrhein-Westfalen,Germany,Bachelors ,Management,M,S,1,5,1,Between 45 and 55,12.079533890188479
15102,England,United Kingdom,Partial College,Professional,M,M,4,4,0,Between 45 and 55,11.963599729913184
15103,England,United Kingdom,Partial College,Professional,M,M,2,4,0,Between 25 and 45,11.758808503253928
15104,Seine Saint Denis,France,Partial College,Professional,F,M,2,4,1,Between 25 and 45,11.658652191294628
15105,Saarland,Germany,High School,Professional,F,M,3,4,1,Between 25 and 45,11.511774803212832
15106,England,United Kingdom,High School,Professional,M,M,4,4,1,Between 25 and 45,12.019001828833863
15107,Pas de Calais,France,Partial College,Professional,M,M,2,4,1,Between 25 and 45,11.736500922999303
15108,England,United Kingdom,Partial College,Professional,F,M,2,5,0,Between 25 and 45,11.844363623283297
15109,Hauts de Seine,France,High School,Professional,F,M,2,4,0,Between 25 and 45,11.52448835633468
15110,Hamburg,Germany,Partial College,Professional,F,M,4,4,0,Between 25 and 45,11.493396000361724
15112,Seine (Paris),France,High School,Professional,F,M,3,4,1,Between 45 and 55,11.59019201498932
15113,Hessen,Germany,High School,Professional,M,M,2,5,1,Between 45 and 55,11.709404661086595
15114,Saarland,Germany,Partial College,Professional,F,M,2,5,1,Between 45 and 55,11.760418155260354
15115,Nord,France,High School,Management,M,S,3,4,0,Between 45 and 55,11.753107041273156
15116,Hessen,Germany,Partial College,Management,F,M,4,4,0,Between 45 and 55,11.54007359688924
15117,Hessen,Germany,Partial College,Management,F,M,4,4,1,Between 45 and 55,11.465991077781014
15118,England,United Kingdom,High School,Management,M,M,4,5,0,Between 45 and 55,11.991448946977485
15119,England,United Kingdom,Partial High School,Professional,M,M,4,5,1,Between 45 and 55,11.951606111723155
15120,Victoria,Australia,Bachelors ,Professional,F,M,2,0,0,Under 25,11.326595886778735
15122,Queensland,Australia,Bachelors ,Professional,F,S,3,0,0,Under 25,11.268405047896433
15123,Victoria,Australia,Bachelors ,Professional,M,S,3,0,1,Under 25,11.534745663443342
15124,Victoria,Australia,Bachelors ,Professional,F,S,4,0,1,Under 25,11.31660639853242
15125,Queensland,Australia,Bachelors ,Professional,M,S,3,0,0,Under 25,11.738250634823215
15126,Tasmania,Australia,Bachelors ,Professional,M,S,3,0,0,Under 25,11.802755229479468
15128,Queensland,Australia,Bachelors ,Professional,F,S,4,0,0,Under 25,11.43893440905846
15129,Queensland,Australia,Bachelors ,Professional,F,M,3,0,0,Under 25,11.564758613610246
15130,New South Wales,Australia,Bachelors ,Professional,M,S,3,0,1,Under 25,11.763699747398626
15131,New South Wales,Australia,Bachelors ,Professional,F,S,3,0,0,Between 25 and 45,11.552107715845384
15132,New South Wales,Australia,High School,Management,F,M,2,5,1,Under 25,11.52794214808032
15134,Queensland,Australia,Bachelors ,Professional,F,S,3,0,0,Between 25 and 45,11.553923444004301
15135,New South Wales,Australia,Bachelors ,Professional,M,S,3,0,1,Between 25 and 45,11.820851243899051
15136,Queensland,Australia,High School,Management,F,M,3,5,1,Between 25 and 45,11.504005802795575
15137,New South Wales,Australia,High School,Management,M,M,3,5,1,Between 25 and 45,11.650040428926104
15139,Victoria,Australia,Bachelors ,Professional,M,M,4,0,0,Between 25 and 45,11.84402615778953
15140,New South Wales,Australia,Bachelors ,Professional,F,S,4,0,1,Between 25 and 45,11.585301938945802
15141,New South Wales,Australia,Bachelors ,Professional,F,S,4,0,0,Between 25 and 45,11.564891532994835
15142,Victoria,Australia,High School,Management,M,M,4,5,1,Between 25 and 45,11.97780348067342
15143,New South Wales,Australia,Bachelors ,Professional,M,M,4,0,0,Between 25 and 45,11.811755171024073
15144,Queensland,Australia,Bachelors ,Professional,F,S,4,0,0,Between 25 and 45,11.687080432431122
15145,Victoria,Australia,Bachelors ,Professional,F,S,4,0,0,Between 25 and 45,11.601256803760194
15146,New South Wales,Australia,High School,Management,F,M,4,5,1,Between 25 and 45,11.458796575131819
15147,Queensland,Australia,High School,Management,M,M,4,5,1,Between 25 and 45,11.659671656250262
15148,Queensland,Australia,Bachelors ,Professional,M,M,4,0,0,Between 25 and 45,11.628421442858203
15149,Queensland,Australia,Bachelors ,Professional,F,M,4,0,0,Between 25 and 45,11.683106961870015
15150,New South Wales,Australia,High School,Management,F,M,4,5,1,Between 25 and 45,11.82963950187977
15151,New South Wales,Australia,Partial High School,Professional,M,M,4,5,1,Between 25 and 45,11.983366498540743
15152,Victoria,Australia,Partial High School,Professional,F,M,4,5,1,Between 25 and 45,11.782563213404218
15153,New South Wales,Australia,Partial High School,Professional,F,M,4,5,0,Between 25 and 45,11.769232962662871
15154,South Australia,Australia,Partial High School,Management,M,M,4,5,1,Between 25 and 45,11.982266374665866
15155,California,United States,Graduate Degree,Management,F,M,2,5,0,Over 55,11.460758104487654
15156,California,United States,Bachelors ,Management,M,M,2,5,0,Over 55,11.809698588308779
15158,California,United States,Graduate Degree,Management,F,M,3,3,0,Over 55,11.643427273034387
15159,Washington,United States,Graduate Degree,Management,M,M,3,3,1,Over 55,11.870236206746673
15160,California,United States,Bachelors ,Management,F,M,2,5,0,Between 45 and 55,11.50075166403852
15161,California,United States,Bachelors ,Management,F,S,2,5,0,Between 45 and 55,11.638958817417393
15163,Washington,United States,Graduate Degree,Management,F,M,3,3,1,Between 45 and 55,11.587893781207534
15164,California,United States,Graduate Degree,Management,F,M,3,3,0,Between 45 and 55,11.527055168876036
15165,California,United States,Graduate Degree,Management,M,M,3,3,0,Between 45 and 55,11.788919497626818
15166,California,United States,Bachelors ,Management,F,M,4,3,1,Between 45 and 55,11.923689840458902
15167,Washington,United States,Bachelors ,Management,F,M,4,3,0,Between 45 and 55,11.85720287609822
15168,Washington,United States,Bachelors ,Management,M,M,2,4,0,Between 45 and 55,11.597643380653578
